Date,Males,Females,Other_Asian,Blacks,Chinese,Cambodian,Filipino,Guamanian,Hispanic,American_Indian,Japanese,Korean,Laotian,Other,Pacific_Islander,Samoan,Hawaiian,Vietnamese,White,Unknown,Asian_Indian,Others,Asians,Sum,Per_Males,Per_Females,Per_Hispanic,Per_Blacks,Per_White,Per_Asians,Per_Others,Per_Sum,Age_0_9,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_plus,Per_Age_0_9,Per_Age_10_19,Per_Age_20_29,Per_Age_30_39,Per_Age_40_49,Per_Age_50_59,Per_Age_60_69,Per_Age_70_plus
30-09-16,7820,1945,47,2814,3,0,3,1,4578,1,4,2,0,531,2,0,0,0,1777,1,1,534,60,9765,0.003988428,0.000964948,0.00235402,0.008346829,0.001567413,0.00013436,0.004725664,0.004953377,38,787,3230,2325,1598,1298,418,71,8.04E-05,0.001715225,0.004764996,0.003658525,0.00291019,0.002614521,0.001157709,0.000547059
31-10-16,7094,1867,49,2455,4,0,7,0,4305,2,2,4,0,528,3,0,0,0,1601,1,0,533,66,8961,0.003618147,0.000926251,0.002213643,0.007281971,0.001412171,0.000147796,0.004716814,0.004544398,26,819,3202,2133,1371,1028,343,39,5.50E-05,0.001784967,0.004723689,0.003356402,0.00249679,0.002070669,0.000949986,0.000300497
30-11-16,6229,1859,40,2214,2,0,3,0,3769,1,0,5,0,478,1,0,0,0,1574,1,0,480,50,8088,0.003176972,0.000922282,0.00193803,0.006567122,0.001388356,0.000111967,0.004247788,0.004099254,26,801,2767,1970,1246,901,330,47,5.50E-05,0.001745737,0.004081964,0.003099912,0.002269147,0.001814856,0.000913981,0.000362137
31-12-16,6425,1778,46,2363,4,0,10,0,3837,1,3,2,0,472,2,0,0,0,1461,2,0,475,65,8203,0.003276938,0.000882097,0.001972996,0.007009082,0.001288684,0.000145557,0.00420354,0.004159034,27,786,2997,1902,1214,929,307,41,5.72E-05,0.001713045,0.004421267,0.00299291,0.00221087,0.001871256,0.000850279,0.000315907
31-01-17,6289,1762,45,2267,1,0,6,0,3797,3,0,5,1,434,1,0,1,0,1488,2,0,440,57,8051,0.003207574,0.000874159,0.001952428,0.006724329,0.001312499,0.000127642,0.003893805,0.004081733,39,692,2863,1933,1203,967,312,42,8.26E-05,0.001508177,0.004223586,0.00304169,0.002190838,0.001947798,0.000864127,0.000323612
28-02-17,6555,1800,34,2459,4,0,5,0,3804,1,0,0,0,473,0,0,0,0,1575,0,0,474,43,8355,0.003343242,0.000893011,0.001956027,0.007293836,0.001389238,9.63E-05,0.00419469,0.004236253,29,724,2831,1945,1308,1067,401,50,6.14E-05,0.00157792,0.004176379,0.003060573,0.002382058,0.002149225,0.001110625,0.000385253
31-03-17,7242,1916,34,2943,3,0,7,1,4044,1,1,0,0,513,0,1,0,0,1610,0,0,515,46,9158,0.003693632,0.000950561,0.002079436,0.008729467,0.00142011,0.000103009,0.004557522,0.004644192,33,769,2952,2096,1532,1277,441,58,6.99E-05,0.001675995,0.004354882,0.00329818,0.002789995,0.002572222,0.00122141,0.000446893
30-04-17,7163,1958,49,2988,8,0,7,0,3914,1,1,5,0,482,0,0,0,0,1665,1,0,483,70,9121,0.003653339,0.000971398,0.00201259,0.008862945,0.001468623,0.000156754,0.004274336,0.004624737,20,755,2941,2159,1470,1318,418,40,4.23E-05,0.001645482,0.004338654,0.003397314,0.002677084,0.002654807,0.001157709,0.000308202
31-05-17,7152,2015,57,2828,5,0,11,1,4158,1,2,1,0,503,3,0,0,2,1593,2,0,507,79,9167,0.003647729,0.000999677,0.002138055,0.008388356,0.001405115,0.000176908,0.004486726,0.004647405,36,754,2903,2185,1500,1286,449,54,7.62E-05,0.001643303,0.004282595,0.003438227,0.002731718,0.00259035,0.001243568,0.000416073
30-06-17,6712,1796,30,2705,3,0,3,1,3833,2,2,1,0,454,2,0,0,1,1471,0,0,458,41,8508,0.003423316,0.000891027,0.001970939,0.008023516,0.001297504,9.18E-05,0.004053097,0.004314343,17,630,2723,2066,1440,1240,344,48,3.60E-05,0.001373052,0.004017054,0.003250973,0.002622449,0.002497694,0.000952756,0.000369842
31-07-17,7223,2000,33,2704,6,0,7,0,4185,2,0,3,0,483,0,0,0,0,1800,0,0,485,49,9223,0.003683941,0.000992235,0.002151939,0.00802055,0.001587701,0.000109727,0.004292035,0.004676176,28,638,3022,2230,1565,1266,403,71,5.93E-05,0.001390487,0.004458148,0.003509037,0.002850092,0.002550065,0.001116164,0.000547059
31-08-17,7640,2073,45,2947,10,0,2,1,4396,3,1,0,0,484,0,0,0,0,1823,1,0,487,59,9713,0.003896623,0.001028451,0.002260435,0.008741331,0.001607988,0.000132121,0.004309735,0.004925075,18,689,3122,2439,1622,1336,416,71,3.81E-05,0.001501639,0.004605671,0.003837911,0.002953898,0.002691063,0.001152169,0.000547059
30-09-17,7038,1950,34,2623,3,0,4,0,4076,2,0,0,0,488,1,0,0,0,1756,1,0,491,41,8988,0.003589586,0.000967429,0.002095891,0.007780289,0.00154889,9.18E-05,0.004345133,0.004557015,23,724,2972,2211,1492,1103,406,57,4.87E-05,0.00157792,0.004384386,0.003479139,0.002717149,0.002221739,0.001124473,0.000439188
31-10-17,6736,1702,37,2507,5,0,2,0,3877,3,1,2,0,436,1,0,0,0,1566,1,0,440,47,8438,0.003435557,0.000844392,0.001993564,0.007436212,0.0013813,0.000105249,0.003893805,0.004279949,22,639,2799,2121,1318,1104,382,53,4.66E-05,0.001392667,0.004129171,0.003337519,0.00240027,0.002223753,0.001058002,0.000408368
30-11-17,6132,1818,25,2474,10,0,2,0,3536,2,1,0,0,432,1,0,0,0,1466,1,0,435,38,7950,0.003127499,0.000901941,0.001818221,0.007338328,0.001293094,8.51E-05,0.003849558,0.004029441,30,595,2613,2060,1283,1001,318,50,6.35E-05,0.001296771,0.003854778,0.003241532,0.002336529,0.002016283,0.000880745,0.000385253
31-12-17,6162,1671,34,2276,4,0,6,0,3625,1,0,0,0,458,2,0,0,0,1427,0,0,461,44,7833,0.0031428,0.000829012,0.001863985,0.006751025,0.001258694,9.85E-05,0.004079646,0.003971812,18,587,2600,1954,1310,977,342,45,3.81E-05,0.001279335,0.0038356,0.003074735,0.0023857,0.001967941,0.000947216,0.000346727
31-01-18,7122,1929,42,2645,6,0,4,1,4077,0,0,1,0,543,0,0,0,0,1731,1,0,543,54,9051,0.003632428,0.00095701,0.002096405,0.007845545,0.001526839,0.000120924,0.00480531,0.004589439,40,677,3066,2316,1420,1093,372,67,8.47E-05,0.001475486,0.004523058,0.003644363,0.002586026,0.002201596,0.001030305,0.000516238
28-02-18,6525,1774,42,2428,4,0,8,1,3676,1,1,2,0,472,0,0,0,0,1663,1,0,473,58,8299,0.003327941,0.000880112,0.001890209,0.007201884,0.001466859,0.000129881,0.004185841,0.004208053,24,717,2854,2000,1275,1044,337,48,5.08E-05,0.001562663,0.004210309,0.003147118,0.00232196,0.002102897,0.000933368,0.000369842
31-03-18,6487,1723,39,2333,4,0,2,0,3849,0,1,0,0,459,2,0,0,0,1520,1,0,461,46,8210,0.00330856,0.00085481,0.001979167,0.006920097,0.001340725,0.000103009,0.004079646,0.00416337,29,665,2797,2045,1285,997,324,68,6.14E-05,0.001449332,0.004126221,0.003217929,0.002340172,0.002008226,0.000897363,0.000523943
30-04-18,5540,1495,23,1901,1,0,6,0,3404,0,1,1,0,407,0,0,0,0,1291,0,0,407,32,7035,0.002825562,0.000741695,0.001750346,0.005638707,0.001138734,7.17E-05,0.00360177,0.003567257,17,505,2369,1912,1115,793,271,53,3.60E-05,0.001100621,0.003494822,0.003008645,0.002030577,0.001597315,0.000750572,0.000408368
